Time_Index,FO6,NG_ISNE_LNG,NG_Algonquin,NG_Dracut,NG_Iroquois Z2,NG_Tenn Z6
2425,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2426,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2427,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2428,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2429,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2430,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2431,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2432,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2433,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2434,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2435,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2436,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2437,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2438,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2439,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2440,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2441,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2442,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2443,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2444,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2445,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2446,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2447,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2448,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2449,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2450,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2451,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2452,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2453,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2454,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2455,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2456,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2457,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2458,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2459,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2460,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2461,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2462,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2463,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2464,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2465,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2466,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2467,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2468,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2469,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2470,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2471,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2472,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2473,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2474,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2475,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2476,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2477,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2478,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2479,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2480,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2481,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2482,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2483,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2484,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2485,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2486,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2487,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2488,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2489,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2490,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2491,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2492,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2493,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2494,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2495,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2496,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2497,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2498,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2499,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2500,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2501,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2502,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2503,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2504,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2505,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2506,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2507,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2508,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2509,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2510,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2511,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2512,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2513,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2514,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2515,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2516,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2517,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2518,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2519,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2520,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2521,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2522,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2523,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2524,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2525,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2526,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2527,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2528,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2529,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2530,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2531,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2532,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2533,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2534,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2535,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2536,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2537,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2538,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2539,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2540,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2541,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2542,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2543,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2544,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2545,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2546,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2547,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2548,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2549,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2550,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2551,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2552,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2553,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2554,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2555,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2556,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2557,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2558,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2559,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2560,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2561,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2562,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2563,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2564,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2565,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2566,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2567,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2568,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2569,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2570,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2571,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2572,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2573,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2574,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2575,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2576,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2577,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2578,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2579,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2580,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2581,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2582,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2583,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2584,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2585,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2586,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2587,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2588,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2589,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2590,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2591,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2592,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2593,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2594,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2595,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2596,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2597,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2598,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2599,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2600,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2601,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2602,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2603,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2604,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2605,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2606,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2607,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2608,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2609,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2610,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2611,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2612,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2613,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2614,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2615,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2616,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2617,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2618,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2619,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2620,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2621,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2622,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2623,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2624,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2625,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2626,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2627,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2628,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2629,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2630,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2631,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2632,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2633,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2634,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2635,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2636,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2637,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2638,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2639,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2640,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2641,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2642,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2643,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2644,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2645,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2646,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2647,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2648,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2649,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2650,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2651,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2652,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2653,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2654,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2655,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2656,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2657,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2658,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2659,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2660,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2661,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2662,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2663,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2664,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2665,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2666,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2667,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2668,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2669,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2670,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2671,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2672,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2673,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2674,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2675,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2676,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2677,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2678,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2679,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2680,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2681,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2682,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2683,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2684,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2685,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2686,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2687,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2688,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2689,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2690,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2691,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2692,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2693,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2694,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2695,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2696,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2697,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2698,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2699,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2700,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2701,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2702,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2703,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2704,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2705,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2706,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2707,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2708,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2709,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2710,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2711,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2712,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2713,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2714,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2715,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2716,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2717,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2718,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2719,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2720,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2721,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2722,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2723,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2724,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2725,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2726,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2727,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2728,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2729,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2730,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2731,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2732,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2733,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2734,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2735,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2736,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2737,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2738,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2739,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2740,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2741,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2742,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2743,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2744,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2745,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2746,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2747,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2748,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2749,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2750,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2751,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2752,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2753,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2754,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2755,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2756,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2757,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2758,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2759,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2760,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2761,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2762,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2763,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2764,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2765,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2766,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2767,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2768,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2769,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2770,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2771,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2772,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2773,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2774,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2775,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2776,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2777,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2778,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2779,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2780,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2781,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2782,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2783,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2784,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2785,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2786,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2787,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2788,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2789,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
2790,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
