Time_Index,FO6,NG_ISNE_LNG,NG_Algonquin,NG_Dracut,NG_Iroquois Z2,NG_Tenn Z6
56,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
57,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
58,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
59,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
60,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
61,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
62,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
63,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
64,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
65,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
66,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
67,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
68,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
69,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
70,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
71,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
72,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
73,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
74,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
75,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
76,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
77,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
78,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
79,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
80,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
81,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
82,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
83,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
84,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
85,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
86,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
87,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
88,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
89,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
90,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
91,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
92,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
93,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
94,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
95,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
96,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
97,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
98,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
99,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
100,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
101,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
102,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
103,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
104,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
105,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
106,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
107,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
108,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
109,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
110,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
111,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
112,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
113,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
114,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
115,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
116,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
117,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
118,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
119,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
120,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
121,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
122,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
123,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
124,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
125,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
126,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
127,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
128,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
129,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
130,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
131,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
132,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
133,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
134,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
135,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
136,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
137,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
138,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
139,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
140,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
141,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
142,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
143,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
144,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
145,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
146,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
147,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
148,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
149,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
150,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
151,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
152,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
153,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
154,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
155,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
156,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
157,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
158,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
159,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
160,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
161,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
162,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
163,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
164,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
165,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
166,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
167,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
168,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
169,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
170,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
171,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
172,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
173,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
174,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
175,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
176,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
177,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
178,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
179,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
180,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
181,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
182,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
183,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
184,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
185,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
186,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
187,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
188,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
189,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
190,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
191,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
192,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
193,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
194,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
195,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
196,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
197,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
198,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
199,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
200,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
201,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
202,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
203,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
204,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
205,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
206,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
207,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
208,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
209,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
210,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
211,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
212,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
213,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
214,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
215,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
216,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
217,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
218,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
219,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
220,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
221,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
222,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
223,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
224,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
225,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
226,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
227,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
228,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
229,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
230,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
231,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
232,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
233,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
234,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
235,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
236,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
237,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
238,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
239,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
240,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
241,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
242,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
243,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
244,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
245,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
246,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
247,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
248,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
249,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
250,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
251,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
252,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
253,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
254,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
255,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
256,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
257,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
258,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
259,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
260,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
261,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
262,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
263,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
264,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
265,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
266,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
267,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
268,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
269,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
270,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
271,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
272,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
273,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
274,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
275,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
276,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
277,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
278,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
279,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
280,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
281,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
282,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
283,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
284,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
285,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
286,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
287,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
288,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
289,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
290,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
291,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
292,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
293,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
294,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
295,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
296,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
297,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
298,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
299,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
300,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
301,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
302,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
303,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
304,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
305,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
306,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
307,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
308,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
309,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
310,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
311,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
312,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
313,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
314,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
315,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
316,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
317,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
318,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
319,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
320,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
321,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
322,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
323,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
324,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
325,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
326,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
327,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
328,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
329,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
330,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
331,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
332,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
333,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
334,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
335,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
336,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
337,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
338,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
339,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
340,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
341,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
342,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
343,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
344,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
345,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
346,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
347,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
348,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
349,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
350,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
351,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
352,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
353,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
354,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
355,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
356,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
357,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
358,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
359,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
360,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
361,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
362,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
363,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
364,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
365,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
366,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
367,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
368,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
369,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
370,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
371,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
372,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
373,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
374,13.54389,8.319825049,3.649677419,3.649677419,3.213064516,3.716612903
